,marketSegment,project,street,x,y
891,OCR,THE VALES,ANCHORVALE CRESCENT,34772.7167,42105.6353
892,OCR,LANDED HOUSING DEVELOPMENT,PAYA LEBAR CRESCENT,33590.490061379999,36635.435501930002
893,OCR,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,38604.668931939999,35551.538907269999
894,RCR,MARINE BLUE,MARINE PARADE ROAD,35956.2859,31830.3328
895,OCR,SILAHIS APARTMENTS,LORONG K TELOK KURAU,37003.538520349998,32889.778910789999
896,OCR,FENGLI GARDENS,LORONG ONG LYE,33084.911502930001,36717.427275659997
897,OCR,LANDED HOUSING DEVELOPMENT,JALAN HOCK CHYE,34315.331947140003,37949.306681380004
898,OCR,KOVAN APARTMENTS,KOVAN ROAD,33148.348422039997,37728.278630680001
899,RCR,AMBER POINT,AMBER ROAD,35271.181516460003,31281.002986229999
900,RCR,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,33938.751221309998,31715.571203790001
901,OCR,SERENITY BREEZE,LORONG J TELOK KURAU,36784.736487930003,32881.790511670002
902,RCR,LANDED HOUSING DEVELOPMENT,THAM SOONG AVENUE,21368.01914188,36228.859169130002
903,OCR,LANDED HOUSING DEVELOPMENT,SEA BREEZE ROAD,41216.507821639999,35365.278679359997
904,OCR,TANAH MERAH GREEN,TANAH MERAH KECHIL RISE,40302.293437430003,34642.422788220001
905,RCR,MARINE VIEW MANSIONS,MARINE PARADE,36045.913414100004,31852.095467809998
906,RCR,LANDED HOUSING DEVELOPMENT,YARWOOD AVENUE,22338.036847889999,35714.207732239997
907,OCR,THE TERRACE,EDGEDALE PLAINS,37312.2855,42563.6675
908,OCR,BARTLEY RISE ESTATE,EDEN GROVE,32295.260298920001,36442.271674070003
909,OCR,LANDED HOUSING DEVELOPMENT,HAI SING ROAD,34676.917372850001,38639.404773570002
910,OCR,GARDEN VIEW ESTATE,CONWAY CIRCLE,31517.9693,37947.0627
911,RCR,LANDED HOUSING DEVELOPMENT,CHUN TIN ROAD,21080.7711,36122.4481
912,RCR,CHARISMA VIEW,JALAN JURONG KECHIL,20818.961843919999,36312.470684559998
913,OCR,TAI KENG VILLAS,JALAN KELICHAP,33351.043048770002,36610.360211020002
914,RCR,183 LONGHAUS,UPPER THOMSON ROAD,28232.988499599999,37039.888903100003
915,RCR,SANCTUARY GREEN,TANJONG RHU ROAD,32237.960387310001,31018.133215399998
916,OCR,SOUTHAVEN I,HINDHEDE WALK,21272.93942094,36663.882431209998
917,RCR,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,36017.069335609999,32201.065508099998
918,OCR,SEA BREEZE TERRACE,SEA BREEZE AVENUE,41275.527187100002,35619.602096310002
919,OCR,D'ECOSIA,STILL ROAD SOUTH,36569.834612790001,32043.481495699999
920,OCR,BEDOK SHOPPING COMPLEX,BEDOK ROAD,40829.7002,34786.9797
921,RCR,BELLEZZA @ KATONG,CEYLON ROAD,35658.772947039998,32154.470564540001
922,RCR,THE MEYERISE,MEYER ROAD,34643.0994,30946.7864
923,OCR,PRIMO RESIDENCES,JALAN PELIKAT,34148.776688790001,37522.284486820002
924,OCR,THE AMBROSIA,LORONG N TELOK KURAU,37310.771345769998,32496.272270659999
925,OCR,LANDED HOUSING DEVELOPMENT,SIMON WALK,33714.56073732,38248.598203419999
926,RCR,LANDED HOUSING DEVELOPMENT,LANGSAT ROAD,35805.0975,33108.2841
927,OCR,CHERRY GARDENS,LORONG LEW LIAN,33046.924027039999,36854.358829239999
928,OCR,BAGNALL COURT,UPPER EAST COAST ROAD,41504.9726,33628.6451
929,RCR,MING PARK,JALAN BINCHANG,29477.401296569999,37300.830171959997
930,OCR,RIVERVALE CREST,RIVERVALE CRESCENT,35902.091165939997,41512.07297542
931,OCR,HENLEY GARDENS,JALAN ARIF,33571.474061780002,38897.423076019998
932,OCR,THOMSON HILLS,THOMSON HILL,28115.574515269999,40035.118995229997
933,OCR,LANDED HOUSING DEVELOPMENT,JOON HIANG ROAD,32604.157910249998,37339.758679600002
934,OCR,LANDED HOUSING DEVELOPMENT,SEA BREEZE GROVE,41340.660644779996,35484.819610690003
935,RCR,PARK COURT,LORONG 101 CHANGI,35437.287216150004,33087.543266910001
936,RCR,LANDED HOUSING DEVELOPMENT,TOH TUCK CLOSE,20556.34116942,35605.972469240003
937,RCR,ONE @ PULASAN,PULASAN ROAD,36106.048404959999,32753.491535099999
938,RCR,LANDED HOUSING DEVELOPMENT,LYNDHURST ROAD,34046.119240389997,31936.009437489999
939,OCR,ONE SURIN,SURIN AVENUE,33146.708129640002,37391.733641219998
940,OCR,LANDED HOUSING DEVELOPMENT,EAST COAST AVENUE,38065.467320000001,32503.849754220002
941,OCR,ARCHIPELAGO,BEDOK RESERVOIR ROAD,37729.6689,35551.5647
942,RCR,SHUNFU VILLE,SHUNFU ROAD,28649.563223090001,37213.821992859997
943,RCR,AIRVIEW PARK,YUK TONG AVENUE,21505.526550390001,36060.082889119998
944,OCR,CLEMENTI PARK,SUNSET PLACE,20807.204096199998,34282.866193450001
945,OCR,FIRST POINT SUITES,LORONG H TELOK KURAU,36548.651294480002,33202.394231020001
946,RCR,WORTHINGTON,BUTTERWORTH LANE,34973.646973999999,32784.234181689999
947,OCR,LANDED HOUSING DEVELOPMENT,LANGE ROAD,32784.281501390003,37813.52755572
948,OCR,RICHARD'S PARK,RICHARDS PLACE,33240.445441650001,38280.719127640001
949,RCR,BELLA CASITA,IPOH LANE,34833.93865407,32687.360871739999
950,RCR,MALVERN SPRINGS,ONAN ROAD,35863.185911830002,32032.501122599998
951,OCR,EAST GROVE,EAST COAST ROAD,36882.938420449997,32337.630309889999
952,OCR,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,38522.2174,35510.1229
953,OCR,LANDED HOUSING DEVELOPMENT,STILL LANE,36353.5289557,32529.89144014
954,OCR,LAGUNA PARK,MARINE PARADE ROAD,38975.211004900001,32491.76379763
955,OCR,LANDED HOUSING DEVELOPMENT,MAYFLOWER TERRACE,28706.455864399999,39299.204424500001
956,OCR,LANDED HOUSING DEVELOPMENT,JALAN RINDU,32843.522018389998,36355.999149940003
957,OCR,LANDED HOUSING DEVELOPMENT,VALLEY ROAD,34152.066925630003,38247.610197490002
958,OCR,CHANGI HEIGHTS,JALAN SINAR BINTANG,43424.885896039997,38371.349849189997
959,RCR,FRUITION,MANGIS ROAD,35811.261601280003,32959.623131110003
960,RCR,THE ELEGANCE @ CHANGI,LORONG 107 CHANGI,35841.557917270002,33190.544436480002
961,OCR,CASA CAMBIO,LIM TUA TOW ROAD,32777.2309,37349.8224
962,OCR,SIGLAP V,FIRST STREET,38061.41672113,32776.723001489997
963,RCR,LANDED HOUSING DEVELOPMENT,LORONG PAYA LEBAR,33692.132579090001,35833.721912290002
964,OCR,KEW VALE,KEW AVENUE,40795.043804189996,33693.653340860002
965,RCR,MARGATE POINT,MARGATE ROAD,34201.15252885,31352.37619012
966,RCR,THOMSON GARDEN ESTATE,JALAN CHEGAR,28623.318379770002,37298.365305619999
967,OCR,LANDED HOUSING DEVELOPMENT,JOO CHIAT WALK,36939.598605259997,33046.44603033
968,OCR,ISUITES @ TANI,JALAN TANI,33728.031236510001,38660.467121459997
969,OCR,EASTWOOD CENTRE,EASTWOOD ROAD,41596.282412829997,33748.955569430003
970,OCR,LANDED HOUSING DEVELOPMENT,JALAN TIGA RATUS,41984.563520459997,36069.736448810003
971,RCR,PINE GROVE,PINE GROVE,21516.615902530002,33379.852218220003
972,OCR,D'MANOR,TANAH MERAH KECHIL AVENUE,40549.3955,34665.3968
973,OCR,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,34867.732407840001,39178.016773510003
974,RCR,OVADA 8,KOON SENG ROAD,36102.407651659999,32840.2538746
975,OCR,AURALIS,EAST COAST ROAD,37197.5344,32490.3755
976,OCR,TANAMERA CREST,PARI DEDAP WALK,40131.533283069999,35000.805019019998
977,OCR,THE SUNNIFLORA,LORONG G TELOK KURAU,36517.77936656,33223.686263650002
978,OCR,LANDED HOUSING DEVELOPMENT,SIGLAP ROAD,37934.545003929999,32967.737390800001
979,RCR,ISLAND GARDENS,ISLAND GARDENS WALK,27586.967499340001,38276.307385040003
980,RCR,THE WINDSOR,ONTARIO AVENUE,27347.34854206,37569.718790450004
981,RCR,KATONG PARK TOWERS,ARTHUR ROAD,34145.299076599999,31405.82785335
982,RCR,LANDED HOUSING DEVELOPMENT,BOURNEMOUTH ROAD,34476.467269329998,31474.268184250002
983,RCR,LANDED HOUSING DEVELOPMENT,MANGIS ROAD,35849.536405220003,32849.590342419998
984,OCR,EAST TREASURE,LORONG N TELOK KURAU,36630.684958289999,32426.369205249999
985,OCR,LANDED HOUSING DEVELOPMENT,JALAN KURNIA,33618.435105620002,36386.199913899997
986,RCR,MEYER RESIDENCE,MEYER PLACE,33903.058042979999,31248.06214749
987,OCR,CHUAN TERRACE,CHUAN TERRACE,31718.459297659999,38276.708863390003
988,RCR,LANDED HOUSING DEVELOPMENT,JALAN SELANTING,20733.332785,36297.618957280003
989,RCR,SPRING @ KATONG,CEYLON ROAD,35753.850230169997,32021.284632460001
990,OCR,THE CRISTALLO,LORONG K TELOK KURAU,36695.572993830002,32772.108202090002
991,OCR,ARDISIA GARDENS,SERANGOON TERRACE,32966.821321529998,36621.295325339998
992,RCR,LANDED HOUSING DEVELOPMENT,WESTLAKE AVENUE,28411.041245789999,36256.364100899999
993,OCR,LANDED HOUSING DEVELOPMENT,JALAN PERGAM,42322.609575950001,36428.774973010003
994,OCR,LANDED HOUSING DEVELOPMENT,KEW HEIGHTS,40816.225060700003,33630.15582151
995,RCR,EAST MEWS,MOUNTBATTEN ROAD,35352.087186480001,31719.914960120001
996,RCR,TEMBELING CENTRE,TEMBELING ROAD,36007.39054446,32138.969502579999
997,RCR,FORTUNE JADE,DUNMAN ROAD,34873.350137330003,32488.456555690001
998,RCR,THE BLOSSOMVALE,DUNEARN ROAD,22383.737101779999,35584.08630987
999,RCR,COUNTRY GRANDEUR,LORONG PUNTONG,27790.091245059999,38105.89635414
1000,OCR,MISTRAL PARK,JALAN ANGIN LAUT,41582.83807595,35747.0763661
1001,RCR,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,22737.940872399999,36027.322483399999
1002,RCR,LANDED HOUSING DEVELOPMENT,JALAN CHEGAR,28585.090592250001,37348.615025419997
1003,OCR,GRAND REGALIA,UPPER SERANGOON ROAD,33346.558052520001,37673.832541789999
1004,RCR,THE MINT RESIDENCES,JOO CHIAT TERRACE,35965.948270480002,32988.738874149999
1005,OCR,LANDED HOUSING DEVELOPMENT,LORONG 110 CHANGI,36529.860309250001,33364.732737570001
1006,OCR,RIZ HAVEN,JALAN LOYANG BESAR,42394.4668,40217.6752
1007,RCR,RESIDENTIAL APARTMENTS,JOO CHIAT PLACE,36218.894554320001,33008.4233733
1008,OCR,MANDARIN GARDENS,SIGLAP ROAD,38208.951393750002,32231.692246939999
1009,RCR,PANDAN VALLEY,PANDAN VALLEY,21840.59521209,33426.010406090002
1010,OCR,LA DOLCE VITA,UPPER PAYA LEBAR ROAD,33267.654,36459.5027
1011,OCR,WATERFRONT KEY,BEDOK RESERVOIR ROAD,38837.799148249997,35470.749331629999
1012,OCR,THE YARDLEY,UPPER SERANGOON ROAD,32294.431238729999,36670.622987319997
1013,OCR,LANDED HOUSING DEVELOPMENT,EASTWOOD ROAD,41862.079740380001,33820.583797479999
1014,OCR,WHITESCAPE,LORONG N TELOK KURAU,37157.672531860003,32521.660268119999
1015,OCR,GRAND RESIDENCE,LORONG G TELOK KURAU,36561.965490419999,33220.143095369999
1016,OCR,ONE ROSYTH,ROSYTH ROAD,32527.563835210001,38336.628320020003
1017,RCR,TEMBELING GROVE,TEMBELING ROAD,35923.405299130003,32194.71080181
1018,RCR,TEMBELINA,TEMBELING ROAD,35796.8741,32412.4033
1019,OCR,LANDED HOUSING DEVELOPMENT,SIMON ROAD,33712.50931726,38306.425939650003
1020,OCR,LANDED HOUSING DEVELOPMENT,CHUAN DRIVE,31685.12458501,38046.344175889999
1021,OCR,LANDED HOUSING DEVELOPMENT,KANG CHOO BIN ROAD,33430.8562,38499.7864
1022,OCR,MERLOT VILLE,TELOK KURAU ROAD,36762.346870969997,32527.680473029998
1023,OCR,AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,35569.1754,40278.8302
1024,RCR,1 KING ALBERT PARK,KING ALBERT PARK,22107.030779549999,35423.090431839999
1025,OCR,BLUWATERS,JALAN LOYANG BESAR,42446.737578590004,40218.750696830003
1026,OCR,VERDANA VILLAS,GRACE WALK,31968.131056299998,37855.278075610001
1027,RCR,LANDED HOUSING DEVELOPMENT,KING ALBERT PARK,22012.613605860001,35070.648334609997
1028,RCR,RESIDENTIAL APARTMENTS,EVERITT ROAD,35884.467197060002,32451.232676549998
1029,RCR,SILVERSEA,MARINE PARADE ROAD,35728.6895,31360.0844
1030,RCR,SOO CHOW GARDEN,SOO CHOW DRIVE,27750.337205169998,37329.700414330001
1031,RCR,ONE AMBER,AMBER GARDENS,35298.630340649998,31586.767604950001
1032,OCR,DONG XING COURT,TAY LIAN TECK ROAD,38713.142016010003,32785.935546049997
1033,OCR,LANDED HOUSING DEVELOPMENT,WILTSHIRE ROAD,40063.677762720003,33271.782995720003
1034,OCR,BRIGHTON CREST,BRIGHTON CRESCENT,32005.077424979999,38081.609905110002
1035,OCR,MINT RESIDENCES @ JANSEN,JANSEN ROAD,32919.840082469998,38002.811417400001
1036,RCR,EASTSIDE LOFT,TANJONG KATONG ROAD,34724.237128639997,32573.344005449998
1037,OCR,SERANGOON VILLE,SERANGOON NORTH AVENUE 1,32588.31520865,38679.115133869999
1038,RCR,TEMBELING VILLAS,TEMBELING ROAD,35980.266319219996,32215.22151499
1039,OCR,LANDED HOUSING DEVELOPMENT,BEDOK WALK,40690.70687757,34741.121973500002
1040,RCR,STRAITS MANSIONS,SEA AVENUE,36190.625667019997,31967.499868189999
1041,RCR,EMERY POINT,IPOH LANE,34980.864325670002,32678.495414039999
1042,RCR,PALM LOFT,JOO CHIAT TERRACE,35810.174752760003,32976.919351279999
1043,OCR,DE CASALLE,LORONG N TELOK KURAU,37168.660992550001,32541.580362639999
1044,RCR,GARDENVISTA,DUNEARN ROAD,22138.283407949998,35564.897412270003
1045,OCR,ST PATRICK'S RESIDENCES,ST. PATRICK'S ROAD,37060.422604829998,32220.166206129999
1046,RCR,JARDIN,DUNEARN ROAD,22088.0705,35533.6157
1047,RCR,LANDED HOUSING DEVELOPMENT,TOH TUCK TERRACE,20842.317661820001,35650.351108880001
1048,RCR,WINDSOR PARK ESTATE,FLORIDA ROAD,27267.977109090002,37588.063837829997
1049,RCR,TIVOLI GRANDE,KOON SENG ROAD,36143.505,32764.0493
1050,OCR,WELLINGTON PARK,ELLINGTON SQUARE,28198.51322963,39300.174181930001
1051,RCR,TEMBELING COURT,TEMBELING ROAD,35581.334824469998,32677.824747139998
1052,OCR,FLORAVIEW,ANG MO KIO STREET 66,29944.5167,41499.7121
1053,OCR,LANDED HOUSING DEVELOPMENT,SENNETT ROAD,39682.352781679999,33465.144426599998
1054,OCR,THOMSON HILLS ESTATE,SEMBAWANG HILLS DRIVE,27907.801742369999,39702.316543550002
1055,OCR,LANDED HOUSING DEVELOPMENT,LOWLAND ROAD,33564.150049179999,38201.507131559997
1056,OCR,OCEAN FRONT SUITES,JALAN LOYANG BESAR,42195.735909330003,40116.03044486
1057,OCR,THE GRANDIFLORA,LORONG L TELOK KURAU,36961.677510329998,32803.814687439997
1058,OCR,EAST MEADOWS,TANAH MERAH KECHIL ROAD,40374.273657710002,34545.027684020001
1059,RCR,COTE D'AZUR,MARINE PARADE ROAD,35826.722131659997,31475.91332681
1060,RCR,LANDED HOUSING DEVELOPMENT,DUKU LANE,36152.184839580003,32476.081463509999
1061,OCR,LANDED HOUSING DEVELOPMENT,HIGHLAND CLOSE,33046.012943740003,37909.348181249997
1062,OCR,VALVISTA,CHUAN TERRACE,31783.46510639,38208.802774780003
1063,OCR,LANDED HOUSING DEVELOPMENT,LORONG 7 REALTY PARK,34112.701414130001,39038.520094070002
1064,OCR,LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,41514.647296409997,33591.280960090001
1065,RCR,OASIS GARDEN,JALAN BUNGA RAMPAI,33539.9669,35669.1859
1066,RCR,NOTTINGHILL SUITES,TOH TUCK ROAD,20875.871847029999,35719.018196640002
1067,OCR,LANDED HOUSING DEVELOPMENT,JALAN CHELAGI,42578.821289980001,38138.322313560002
1068,OCR,LE M RESIDENCE,LORONG M TELOK KURAU,36413.598699770001,32463.68652378
1069,OCR,POH HUAT GARDENS,POH HUAT CRESCENT,33333.209265729999,38834.303054980003
1070,RCR,LANDED HOUSING DEVELOPMENT,CEYLON ROAD,35252.176138799999,32614.778591740002
1071,RCR,LANDED HOUSING DEVELOPMENT,JALAN MINGGU,28369.149751869999,37398.664678800002
1072,RCR,KISMIS VIEW,LORONG KISMIS,20932.7444,35573.63
1073,RCR,GIDEON'S LODGE,JOO CHIAT LANE,35809.8964,32789.8289
1074,OCR,VILLA MARTIA,MARTIA ROAD,36734.229884329997,32152.62362718
1075,OCR,HERON BAY,UPPER SERANGOON VIEW,35819.9271,39765.9648
1076,RCR,THOMSON GRAND,SIN MING WALK,27661.1692,38593.8283
1077,RCR,MOUNTBATTEN LODGE,MOUNTBATTEN ROAD,34177.673576310004,31487.691259290001
1078,RCR,SIN MING PLAZA,SIN MING ROAD,28350.975795899999,37208.907935520001
1079,RCR,ROXY SQUARE,EAST COAST ROAD,35951.743341190001,31861.220631420001
1080,RCR,LANDED HOUSING DEVELOPMENT,WAJEK WALK,22232.718084880001,35705.914094099999
1081,RCR,THOMSON PARK,JALAN IKAN MERAH,28131.614127830001,37389.545741850001
1082,OCR,CASA RIVIERA,LIM TUA TOW ROAD,32674.9106625,37427.010715039998
1083,OCR,LANDED HOUSING DEVELOPMENT,SUNSET VIEW,20801.7582,34264.1876
1084,OCR,BLOSSOM GARDENS,LORONG GAMBIR,32810.969188699999,36371.33925352
1085,OCR,LANDED HOUSING DEVELOPMENT,JALAN LIMBOK,32727.558710689998,38535.634121470002
1086,OCR,LANDED HOUSING DEVELOPMENT,HOW SUN CLOSE,33373.1121,36193.9648
1087,OCR,TIVOLI GARDENS,TAI KENG GARDENS,33797.242681959997,36432.166445360003
1088,OCR,FLO RESIDENCE,PUNGGOL FIELD WALK,36958.8845,41539.2316
1089,OCR,LANDED HOUSING DEVELOPMENT,LIMAU GROVE,41183.460495890003,33906.530066640002
1090,OCR,PARBURY HILL CONDOMINIUM,PARBURY AVENUE,40199.674206490001,33344.232764999997
1091,OCR,JANSEN MANSIONS,JANSEN ROAD,32813.428794190003,37980.488031890002
1092,RCR,LANDED HOUSING DEVELOPMENT,SOO CHOW WALK,27888.888536599999,37388.799050149997
1093,OCR,OASIS @ ELIAS,ELIAS ROAD,40067.603838609999,39939.055118849997
1094,OCR,E-SPACE,LORONG K TELOK KURAU,37064.84996216,32920.065812770001
1095,RCR,LANDED HOUSING DEVELOPMENT,PEBBLE LANE,34655.175030069997,32818.711720390003
1096,RCR,LANDED HOUSING DEVELOPMENT,ONAN ROAD,35500.5493,32523.2205
1097,RCR,COSTA RHU,RHU CROSS,31707.438333579998,31041.564381049999
1098,OCR,KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,32010.559561149999,38799.54582297
1099,OCR,RIS GRANDEUR,ELIAS ROAD,39914.76584253,39598.227357069998
1100,OCR,LANDED HOUSING DEVELOPMENT,EASTWOOD DRIVE,41533.591681149999,33908.325961789998
1101,OCR,RIO VISTA,UPPER SERANGOON VIEW,35592.211697990002,39485.270549489999
1102,OCR,THE MONTAGE,LORONG M TELOK KURAU,36786.821918619998,32574.49623855
1103,OCR,LANDED HOUSING DEVELOPMENT,JALAN ULU SIGLAP,38607.461488559998,32953.963547709996
1104,OCR,JANSEN 8,JANSEN ROAD,32981.543862789999,37873.738410360003
1105,OCR,SOUTHAVEN II,HINDHEDE WALK,21370.751960829998,36505.310145159997
1106,OCR,LANDED HOUSING DEVELOPMENT,TAMAN BEDOK,41360.709390569997,34106.834760740002
1107,RCR,SANDALWOOD,TEMBELING ROAD,35754.49262008,32426.93857148
1108,RCR,EVERITT GREEN,EVERITT ROAD NORTH,35637.119274279997,33163.713562149998
1109,OCR,LANDED HOUSING DEVELOPMENT,KARIKAL LANE,36471.436448650002,32233.411820930002
1110,OCR,SIGLAP PARK,WOO MON CHEW ROAD,38928.625294670002,33206.101081750001
1111,OCR,ESTELLA GARDENS,FLORA ROAD,42850.774208530004,38009.962937169998
1112,OCR,THE SUNNY LEGEND,LORONG H TELOK KURAU,36731.84941182,33235.764190380001
1113,RCR,DUNMAN REGENCY,DUNMAN ROAD,34693.148287939996,32433.576903600002
1114,OCR,FLORENCE REGENCY,HOUGANG AVENUE 2,33885.885960959997,38805.73195548
1115,OCR,NANYANG PARK,CHUAN HOE AVENUE,32741.407060300001,38527.507205049997
1116,OCR,EAST VILLAGE,UPPER CHANGI ROAD,40567.9957,34881.723
1117,OCR,LANDED HOUSING DEVELOPMENT,BOUNDARY ROAD,32683.29624319,37273.191822960003
1118,OCR,LANDED HOUSING DEVELOPMENT,SUNSET TERRACE,20622.486700380001,34139.97461452
1119,OCR,THE SPRINGFIELD,CHEMPAKA KUNING LINK,40904.2668,34961.0681
1120,RCR,MARINE VILLE,MARINE PARADE,36182.665840889998,31920.13779336
1121,OCR,THE AZZURO,LORONG H TELOK KURAU,36949.272058879997,33301.899377899998
1122,RCR,AURA 83,DUKU ROAD,36107.1652,32560.8615
1123,RCR,THOMSON IMPERIAL COURT,UPPER THOMSON ROAD,28298.053996309999,37088.905021079998
1124,OCR,ARC AT TAMPINES,TAMPINES AVENUE 8,38649.9225,36948.695
1125,OCR,LANDED HOUSING DEVELOPMENT,SANDILANDS ROAD,33021.312835160003,38209.18348211
1126,RCR,THE CAPE,AMBER ROAD,35565.321186359998,31441.431575690002
1127,OCR,CHUAN VILLE,CHUAN LINK,31720.499202640001,38074.853413460002
1128,OCR,THE CHERRYWOOD,LORONG L TELOK KURAU,36995.032723590001,32717.585649230001
1129,OCR,D'HIRO@HILLSIDE,HILLSIDE DRIVE,32617.830401640001,37989.670620089997
1130,OCR,COASTARINA,EAST COAST ROAD,37488.878144069996,32432.082217360001
1131,RCR,SEAVIEW POINT,AMBER ROAD,35422.92812782,31340.800118089999
1132,RCR,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,34036.080378019997,31807.903214690001
1133,OCR,CASA PASIR RIS,JALAN LOYANG BESAR,42532.030518359999,40243.051819749997
1134,OCR,LANDED HOUSING DEVELOPMENT,QUEMOY ROAD,33346.744651599997,36262.73574447
1135,RCR,LANDED HOUSING DEVELOPMENT,UPPER THOMSON ROAD,27925.790107229999,37455.238751499997
1136,RCR,WATER PLACE,TANJONG RHU ROAD,32399.967007949999,31009.0889018
1137,RCR,GOODLUCK GARDEN,TOH TUCK ROAD,20846.82986172,35842.9343876
1138,OCR,BARTLEY VILLAS,HOW SUN WALK,32966.613002379999,36439.268090040002
1139,OCR,LANDED HOUSING DEVELOPMENT,LORONG GAMBIR,32572.511712139999,36501.508698339999
1140,OCR,CLASSICAL TERRACE,JALAN RINDU,32771.474289050002,36324.089786810003
1141,OCR,CHUAN GARDEN,CHUAN GARDEN,31944.191267829999,38348.167855079998
1142,OCR,LANDED HOUSING DEVELOPMENT,JALAN LABU AYER,32510.502716889999,36370.53159981
1143,OCR,LIVINGSTON MANSIONS,LORONG L TELOK KURAU,37096.652051200002,32811.968615589998
1144,RCR,PENG'S COURT,TEMBELING ROAD,35905.504180219998,32286.493319449999
1145,OCR,LANDED HOUSING DEVELOPMENT,TANAH MERAH BESAR LANE,43815.763063620003,37872.29827336
1146,OCR,ESPIRA RESIDENCE,LORONG K TELOK KURAU,36792.083266880003,32790.202869989997
1147,RCR,MEADOWLODGE,CHUN TIN ROAD,21390.355133949998,36005.452650030002
1148,OCR,PARC OLYMPIA,FLORA DRIVE,42630.9785,37471.1327
1149,OCR,THE VESTA,LORONG K TELOK KURAU,36979.721925230001,32867.869014849997
1150,OCR,LANDED HOUSING DEVELOPMENT,SIREH PLACE,33110.458841239998,37332.52311821
1151,RCR,AMBER RESIDENCES,AMBER ROAD,35553.748820320002,31536.718339180001
1152,OCR,LEITH GROVE,LEITH PARK,32509.58584191,38271.430726170002
1153,OCR,SUNBIRD PARK,SUNBIRD ROAD,41766.990542630004,35636.065100099997
1154,RCR,SUMMERLEA GREEN,KISMIS GREEN,20971.047542410002,35343.567105569998
1155,OCR,BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,33245.130838439997,36504.21140078
1156,OCR,THE AMERY,LORONG K TELOK KURAU,36392.806994180001,32700.782634679999
1157,OCR,FOH PIN GARDEN,CHARLTON LANE,33373.053760989998,37543.176882339998
1158,RCR,LANDED HOUSING DEVELOPMENT,PAYA LEBAR STREET,33727.651017540004,35723.066905150002
1159,RCR,SERAYA VILLE,SERAYA LANE,35411.4734,32212.8361
1160,RCR,LANDED HOUSING DEVELOPMENT,CHAPEL ROAD,36308.906984300002,32074.027532629999
1161,OCR,LANDED HOUSING DEVELOPMENT,UPPER PAYA LEBAR ROAD,33409.547865439999,36180.134448709999
1162,OCR,CRESCENDO BUILDING,UPPER EAST COAST ROAD,38343.6916,32834.2888
1163,OCR,RADIX,JALAN WAKAFF,36706.693521089998,33349.179907590003
1164,OCR,KOVAN RESIDENCES,KOVAN ROAD,33769.429717649999,38131.407029759996
1165,OCR,THE FLORENTINE,FLORENCE ROAD,33856.731800640003,38690.650118709997
1166,OCR,ST PATRICK'S LOFT,ST. PATRICK'S ROAD,36943.755057209996,32317.90312503
1167,OCR,THE GLACIER,JOO CHIAT PLACE,36251.967193789997,32953.450928320002
1168,OCR,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,32117.937980650001,38164.850878209998
1169,RCR,CORALIS,JOO CHIAT ROAD,36056.884168069997,31902.240056889999
1170,OCR,RIVERSAILS,UPPER SERANGOON CRESCENT,35666.4414,40003.511
1171,RCR,EMERALD EAST,TANJONG RHU ROAD,33644.692220059998,31350.347620140001
1172,OCR,LANDED HOUSING DEVELOPMENT,JALAN PERNAMA,43163.498548420002,37256.538870509999
1173,OCR,LANDED HOUSING DEVELOPMENT,JALAN CHERMAT,32933.538890650002,36982.656865850002
1174,RCR,8M RESIDENCES,MARGATE ROAD,34152.814939209998,31285.37458986
1175,OCR,CHUAN VALE,JALAN NIRA,31610.758305939999,38189.551996990003
1176,OCR,KOVAN ESQUIRE,KOVAN ROAD,33344.106613760003,37828.756780250002
1177,OCR,THE VUE,UPPER PAYA LEBAR ROAD,33220.973217760003,36588.167156469998
1178,OCR,LANDED HOUSING DEVELOPMENT,LIM TUA TOW ROAD,32831.53160332,37401.285781719999
1179,OCR,GRANDEUR 8,ANG MO KIO CENTRAL 3,29478.197874470001,39828.604955120003
1180,OCR,AQUARINE GARDENS,UPPER EAST COAST ROAD,38545.436967449997,32859.634677960003
1181,OCR,BLUWATERS 2,JALAN LOYANG BESAR,42542.729906069998,40268.067785300002
1182,OCR,HORIZON GARDENS,ANG MO KIO AVENUE 2,28094.248773529998,39835.05893751
1183,OCR,LANDED HOUSING DEVELOPMENT,KOVAN ROAD,33052.397523529998,37545.239563970003
1184,OCR,CHARLTON 18,CHARLTON LANE,33462.9283,37676.7548
1185,RCR,LANDED HOUSING DEVELOPMENT,DUNMAN LANE,34931.804662329997,32385.423838549999
1186,OCR,VILLAS LAGUNA,UPPER EAST COAST ROAD,39712.419086479999,32935.51568601
